Job_ID,Job_Title,Job_Family,Job_Subfamily,Career_Track,Band,Band_Number,Grade,FLSA_Classification,EEO_Category,Pay_Range_Min_USD,Pay_Range_Mid_USD,Pay_Range_Max_USD,Bonus_Target_Pct,Equity_Eligible,Remote_Eligible,Span_Of_Control_Min,Span_Of_Control_Max,Typical_Years_In_Role,Succession_Critical,External_Benchmark_Source,Market_Positioning,Headcount_Current,Headcount_Target,Open_Requisitions,Last_Reviewed_Date,Job_Architecture_Version
JOB-2329,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,172547,215812,259077,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,352,29,21,2025-03-03,JA-2026.1
JOB-2330,Senior HRBP,People & HR,People & HR - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Administrative Support,81125,103640,126156,30,Yes,Hybrid,0,0,6,Yes,Culpepper,75th Percentile,318,496,11,2025-01-28,JA-2026.1
JOB-2331,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,117858,138523,159189,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,269,203,19,2025-09-29,JA-2026.1
JOB-2332,Account Executive,Sales,Sales - Core,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,61867,69602,77338,0,Yes,Yes,0,0,2,Yes,Culpepper,50th Percentile,109,150,3,2025-01-04,JA-2026.1
JOB-2333,Process Improvement Specialist,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Managers,531435,900127,1268819,0,Yes,Yes,5,8,6,Yes,Radford,75th Percentile,356,287,21,2025-07-10,JA-2026.1
JOB-2334,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,47393,53984,60576,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,13,39,23,2025-12-25,JA-2026.1
JOB-2335,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,192931,243739,294548,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,232,405,24,2025-03-03,JA-2026.1
JOB-2336,VP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,464374,793182,1121990,10,Yes,Yes,5,8,5,Yes,Radford,65th Percentile,146,320,8,2025-06-22,JA-2026.1
JOB-2337,Paralegal,Legal & Compliance,Legal & Compliance - Specialist,Individual Contributor,Band 2 - Junior,2,G2C,Non-Exempt,Technicians,59319,72836,86354,15,No,Hybrid,0,0,2,Yes,Aon Hewitt,75th Percentile,268,303,24,2025-05-23,JA-2026.1
JOB-2338,VP Legal,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 8 - VP,8,G8B,Exempt,Professionals,331523,415590,499657,10,Yes,Yes,3,9,4,Yes,Mercer,75th Percentile,232,103,14,2025-10-19,JA-2026.1
JOB-2339,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,113511,139886,166262,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,94,418,24,2025-09-29,JA-2026.1
JOB-2340,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,117585,140730,163875,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,337,348,22,2025-09-29,JA-2026.1
JOB-2341,Director Legal,Legal & Compliance,Legal & Compliance - Core,Management,Band 7 - Director,7,G7C,Exempt,Technicians,232967,301995,371024,20,Yes,Yes,4,17,4,Yes,Radford,65th Percentile,259,167,22,2025-12-09,JA-2026.1
JOB-2342,VP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,507255,803713,1100172,10,Yes,Yes,5,8,5,Yes,Radford,65th Percentile,232,68,15,2025-06-22,JA-2026.1
JOB-2343,Marketing Specialist,Marketing,Marketing - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Exempt,Professionals,59693,68454,77216,5,Yes,No,0,0,2,No,Culpepper,75th Percentile,226,416,12,2025-06-14,JA-2026.1
JOB-2344,Process Improvement Specialist,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Managers,474290,820925,1167560,0,Yes,Yes,5,8,6,Yes,Radford,75th Percentile,389,66,7,2025-07-10,JA-2026.1
JOB-2345,Director Sales,Sales,Sales - Specialist,Management,Band 6 - Principal,6,G6B,Exempt,Administrative Support,188934,221217,253501,25,Yes,Hybrid,5,19,3,No,Mercer,75th Percentile,92,128,13,2025-06-08,JA-2026.1
JOB-2346,Director of Engineering,Engineering,Engineering - Core,Executive,Band 8 - VP,8,G8A,Exempt,Managers,333798,444529,555260,10,Yes,Yes,6,10,2,Yes,Culpepper,65th Percentile,315,498,6,2025-04-30,JA-2026.1
JOB-2347,CX Analyst,Customer Experience,Customer Experience - Specialist,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Technicians,65180,75124,85069,40,Yes,Hybrid,0,0,5,Yes,Mercer,65th Percentile,33,88,20,2025-04-16,JA-2026.1
JOB-2348,Senior Software Engineer,Engineering,Engineering - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Exempt,Technicians,64342,76492,88643,30,Yes,Hybrid,0,0,4,Yes,Mercer,65th Percentile,356,275,3,2025-10-18,JA-2026.1
JOB-2349,Data Scientist,Data Science,Data Science - Operations,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Managers,76769,99799,122829,30,No,Yes,0,0,4,No,Mercer,65th Percentile,272,43,16,2025-06-01,JA-2026.1
JOB-2350,Senior Data Analyst,Data Science,Data Science - Specialist,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,57765,72912,88060,20,No,No,0,0,5,Yes,Willis Towers Watson,65th Percentile,304,454,21,2025-12-04,JA-2026.1
JOB-2351,Compliance Analyst,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Officials & Managers,84419,99931,115444,10,Yes,Hybrid,0,0,1,No,Willis Towers Watson,50th Percentile,12,177,20,2025-07-13,JA-2026.1
JOB-2352,Supply Chain Analyst,Operations,Operations - Specialist,Executive,Band 8 - VP,8,G8A,Exempt,Managers,365901,476196,586491,10,Yes,Hybrid,3,9,1,Yes,Mercer,75th Percentile,162,433,22,2025-04-14,JA-2026.1
JOB-2353,CFO,Finance,Finance - Operations,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,316313,457325,598338,30,Yes,No,5,13,6,Yes,Willis Towers Watson,50th Percentile,146,35,12,2025-02-02,JA-2026.1
JOB-2354,VP People,People & HR,People & HR - Operations,Executive,Band 8 - VP,8,G8C,Exempt,Professionals,371251,484256,597261,20,Yes,No,6,16,6,Yes,Mercer,50th Percentile,65,454,23,2025-04-19,JA-2026.1
JOB-2355,Senior Account Executive,Sales,Sales - Core,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Managers,72495,94211,115927,40,No,Hybrid,0,0,3,No,Mercer,65th Percentile,192,33,1,2025-03-27,JA-2026.1
JOB-2356,Growth Analyst,Marketing,Marketing - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,456247,841112,1225978,40,Yes,Hybrid,4,13,2,Yes,Radford,75th Percentile,4,462,25,2025-12-11,JA-2026.1
JOB-2357,VP Operations,Operations,Operations - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Administrative Support,195581,227704,259828,20,Yes,Yes,4,14,5,Yes,Willis Towers Watson,65th Percentile,82,483,0,2025-06-26,JA-2026.1
JOB-2358,Senior CX Manager,Customer Experience,Customer Experience - Core,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,118203,129126,140049,0,No,Hybrid,5,10,4,No,Culpepper,50th Percentile,255,482,13,2025-04-11,JA-2026.1
JOB-2359,Operations Specialist,Operations,Operations - Core,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,56846,67351,77856,25,Yes,Yes,0,0,4,Yes,Radford,75th Percentile,160,373,6,2025-07-05,JA-2026.1
JOB-2360,Marketing Specialist,Marketing,Marketing - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Exempt,Professionals,54245,72481,90718,5,Yes,No,0,0,2,No,Culpepper,75th Percentile,165,78,3,2025-06-14,JA-2026.1
JOB-2361,Principal PM,Product,Product - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Officials & Managers,155403,185444,215486,10,Yes,No,0,0,2,Yes,Aon Hewitt,65th Percentile,367,404,20,2025-06-11,JA-2026.1
JOB-2362,Director Finance,Finance,Finance - Specialist,Management,Band 5 - Lead,5,G5A,Exempt,Managers,153770,177954,202139,5,Yes,Yes,5,14,2,No,Culpepper,65th Percentile,104,474,6,2025-01-14,JA-2026.1
JOB-2363,HR Business Partner,People & HR,People & HR - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,63567,78141,92716,15,Yes,Hybrid,0,0,6,Yes,Radford,75th Percentile,245,429,16,2025-10-07,JA-2026.1
JOB-2364,Onboarding Specialist,Customer Experience,Customer Experience - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Administrative Support,337340,447167,556995,40,Yes,No,5,19,5,Yes,Willis Towers Watson,75th Percentile,295,262,19,2025-08-26,JA-2026.1
JOB-2365,COO,Operations,Operations - Core,Individual Contributor,Band 7 - Director,7,G7B,Exempt,Technicians,241427,311739,382051,40,Yes,Yes,0,0,4,Yes,Willis Towers Watson,50th Percentile,246,462,25,2025-03-06,JA-2026.1
JOB-2366,Compliance Manager,Legal & Compliance,Legal & Compliance - Core,Management,Band 4 - Senior,4,G4C,Exempt,Administrative Support,109055,126014,142974,20,Yes,Yes,6,20,5,Yes,Culpepper,65th Percentile,246,480,6,2025-01-13,JA-2026.1
JOB-2367,Support Lead,Customer Experience,Customer Experience - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Officials & Managers,521304,886511,1251718,15,Yes,Yes,4,9,6,Yes,Radford,50th Percentile,274,31,1,2025-09-28,JA-2026.1
JOB-2368,Talent Acquisition Specialist,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,480070,842069,1204068,30,Yes,Yes,3,18,1,Yes,Culpepper,65th Percentile,352,381,12,2025-03-26,JA-2026.1
JOB-2369,Principal Data Scientist,Data Science,Data Science - Operations,Technical Specialist,Band 6 - Principal,6,G6C,Exempt,Managers,203546,246983,290421,15,Yes,Yes,0,0,1,No,Radford,75th Percentile,130,117,25,2025-06-03,JA-2026.1
JOB-2370,Director Marketing,Marketing,Marketing - Specialist,Management,Band 6 - Principal,6,G6C,Exempt,Technicians,185661,228740,271820,40,Yes,Hybrid,4,11,3,Yes,Culpepper,50th Percentile,111,433,10,2025-09-22,JA-2026.1
JOB-2371,CX Specialist,Customer Experience,Customer Experience - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Professionals,44827,58092,71358,15,No,No,0,0,4,No,Mercer,75th Percentile,159,186,7,2025-08-08,JA-2026.1
JOB-2372,Director Product,Product,Product - Core,Management,Band 7 - Director,7,G7B,Exempt,Professionals,226046,321003,415960,10,Yes,Yes,3,9,6,Yes,Aon Hewitt,65th Percentile,163,456,9,2025-06-23,JA-2026.1
JOB-2373,Senior Product Manager,Product,Product - Specialist,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,106328,125575,144822,10,No,No,5,19,4,No,Mercer,65th Percentile,205,193,22,2025-11-12,JA-2026.1
JOB-2374,VP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,477872,821023,1164175,10,Yes,Yes,5,8,5,Yes,Radford,65th Percentile,396,378,12,2025-06-22,JA-2026.1
JOB-2375,Senior Counsel,Legal & Compliance,Legal & Compliance - Core,Individual Contributor,Band 6 - Principal,6,G6B,Exempt,Administrative Support,183028,224671,266315,25,Yes,Yes,0,0,3,No,Radford,75th Percentile,199,306,13,2025-03-03,JA-2026.1
JOB-2376,CFO,Finance,Finance - Operations,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,346702,433491,520281,30,Yes,No,5,13,6,Yes,Willis Towers Watson,50th Percentile,377,156,18,2025-02-02,JA-2026.1
JOB-2377,CMO,Marketing,Marketing - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,375511,447487,519463,5,Yes,Yes,3,11,1,Yes,Mercer,65th Percentile,63,10,3,2025-05-13,JA-2026.1
JOB-2378,Director of Engineering,Engineering,Engineering - Core,Executive,Band 8 - VP,8,G8A,Exempt,Managers,378537,463600,548664,10,Yes,Yes,6,10,2,Yes,Culpepper,65th Percentile,301,204,13,2025-04-30,JA-2026.1
JOB-2379,Brand Strategist,Marketing,Marketing - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,462670,879953,1297236,15,Yes,Yes,3,13,1,Yes,Mercer,65th Percentile,236,143,11,2025-01-22,JA-2026.1
JOB-2380,Associate Product Manager,Product,Product - Core,Management,Band 2 - Junior,2,G2C,Non-Exempt,Managers,65622,79433,93244,40,Yes,No,6,19,3,No,Aon Hewitt,50th Percentile,121,80,22,2025-01-16,JA-2026.1
JOB-2381,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,462599,843370,1224142,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,399,428,13,2025-05-28,JA-2026.1
JOB-2382,Lead Data Scientist,Data Science,Data Science - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Managers,154747,182750,210753,10,Yes,No,0,0,2,No,Aon Hewitt,65th Percentile,312,104,20,2025-11-14,JA-2026.1
JOB-2383,Sales Manager,Sales,Sales - Operations,Management,Band 4 - Senior,4,G4A,Exempt,Technicians,120263,138802,157342,30,No,Hybrid,5,10,6,No,Willis Towers Watson,75th Percentile,154,341,9,2025-09-11,JA-2026.1
JOB-2384,Senior Software Engineer,Engineering,Engineering - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Exempt,Technicians,60813,76460,92107,30,Yes,Hybrid,0,0,4,Yes,Mercer,65th Percentile,4,343,10,2025-10-18,JA-2026.1
JOB-2385,Senior HR Manager,People & HR,People & HR - Core,Management,Band 6 - Principal,6,G6B,Exempt,Technicians,204143,234969,265795,10,Yes,Yes,5,20,5,No,Willis Towers Watson,50th Percentile,355,356,14,2025-02-07,JA-2026.1
JOB-2386,VP Sales,Sales,Sales - Operations,Management,Band 7 - Director,7,G7A,Exempt,Professionals,242157,325199,408241,40,Yes,Yes,3,18,2,Yes,Radford,65th Percentile,124,170,13,2025-05-06,JA-2026.1
JOB-2387,VP Product,Product,Product - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Technicians,322667,463218,603769,30,Yes,No,5,12,6,Yes,Mercer,75th Percentile,38,422,21,2025-10-19,JA-2026.1
JOB-2388,Chief Data Officer,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Professionals,522536,915222,1307909,20,Yes,Yes,5,14,3,Yes,Mercer,50th Percentile,307,385,12,2025-01-19,JA-2026.1
JOB-2389,Senior Data Scientist,Data Science,Data Science - Core,Individual Contributor,Band 4 - Senior,4,G4C,Exempt,Technicians,116148,140072,163996,20,No,Yes,0,0,4,No,Aon Hewitt,50th Percentile,366,53,10,2025-04-14,JA-2026.1
JOB-2390,Senior Data Analyst,Data Science,Data Science - Specialist,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,55945,74085,92226,20,No,No,0,0,5,Yes,Willis Towers Watson,65th Percentile,96,356,8,2025-12-04,JA-2026.1
JOB-2391,Support Lead,Customer Experience,Customer Experience - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Officials & Managers,531715,865431,1199147,15,Yes,Yes,4,9,6,Yes,Radford,50th Percentile,384,206,19,2025-09-28,JA-2026.1
JOB-2392,Chief Data Officer,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Professionals,527314,817624,1107935,20,Yes,Yes,5,14,3,Yes,Mercer,50th Percentile,281,210,19,2025-01-19,JA-2026.1
JOB-2393,Director Product,Product,Product - Core,Management,Band 7 - Director,7,G7B,Exempt,Professionals,251010,305511,360013,10,Yes,Yes,3,9,6,Yes,Aon Hewitt,65th Percentile,266,307,19,2025-06-23,JA-2026.1
JOB-2394,CFO,Finance,Finance - Operations,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,316304,431392,546481,30,Yes,No,5,13,6,Yes,Willis Towers Watson,50th Percentile,297,342,25,2025-02-02,JA-2026.1
JOB-2395,COO,Operations,Operations - Core,Individual Contributor,Band 7 - Director,7,G7B,Exempt,Technicians,262306,303885,345465,40,Yes,Yes,0,0,4,Yes,Willis Towers Watson,50th Percentile,27,107,11,2025-03-06,JA-2026.1
JOB-2396,Account Executive,Sales,Sales - Core,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,61552,73725,85899,0,Yes,Yes,0,0,2,Yes,Culpepper,50th Percentile,90,227,18,2025-01-04,JA-2026.1
JOB-2397,Privacy Officer,Legal & Compliance,Legal & Compliance - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,540083,871223,1202364,20,Yes,No,4,16,6,Yes,Willis Towers Watson,75th Percentile,343,254,22,2025-03-29,JA-2026.1
JOB-2398,Director HR,People & HR,People & HR - Core,Management,Band 7 - Director,7,G7B,Exempt,Technicians,230225,295052,359879,25,Yes,Hybrid,5,20,1,Yes,Aon Hewitt,65th Percentile,89,62,5,2025-03-19,JA-2026.1
JOB-2399,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,45693,54137,62582,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,176,310,12,2025-12-25,JA-2026.1
JOB-2400,Compliance Manager,Legal & Compliance,Legal & Compliance - Core,Management,Band 4 - Senior,4,G4C,Exempt,Administrative Support,110263,133247,156231,20,Yes,Yes,6,20,5,Yes,Culpepper,65th Percentile,63,37,19,2025-01-13,JA-2026.1
JOB-2401,CFO,Finance,Finance - Operations,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,324510,425499,526488,30,Yes,No,5,13,6,Yes,Willis Towers Watson,50th Percentile,171,326,4,2025-02-02,JA-2026.1
JOB-2402,Sales Manager,Sales,Sales - Operations,Management,Band 4 - Senior,4,G4A,Exempt,Technicians,107422,136097,164772,30,No,Hybrid,5,10,6,No,Willis Towers Watson,75th Percentile,140,251,3,2025-09-11,JA-2026.1
JOB-2403,Senior Software Engineer,Engineering,Engineering - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Exempt,Technicians,59374,76087,92801,30,Yes,Hybrid,0,0,4,Yes,Mercer,65th Percentile,261,344,5,2025-10-18,JA-2026.1
JOB-2404,Controller,Finance,Finance - Core,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,501006,901507,1302009,25,Yes,Yes,5,12,5,Yes,Culpepper,50th Percentile,10,146,0,2025-08-16,JA-2026.1
JOB-2405,Senior Data Scientist,Data Science,Data Science - Core,Individual Contributor,Band 4 - Senior,4,G4C,Exempt,Technicians,102218,126162,150106,20,No,Yes,0,0,4,No,Aon Hewitt,50th Percentile,144,368,9,2025-04-14,JA-2026.1
JOB-2406,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,527254,896344,1265434,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,9,197,5,2025-08-17,JA-2026.1
JOB-2407,Director CX,Customer Experience,Customer Experience - Operations,Management,Band 5 - Lead,5,G5B,Exempt,Managers,154541,173088,191635,5,Yes,Hybrid,4,19,3,No,Culpepper,50th Percentile,291,18,6,2025-04-13,JA-2026.1
JOB-2408,Senior Marketing Specialist,Marketing,Marketing - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Professionals,85810,96088,106366,0,No,Hybrid,0,0,2,Yes,Willis Towers Watson,50th Percentile,97,44,9,2025-06-08,JA-2026.1
JOB-2409,Analytics Manager,Data Science,Data Science - Specialist,Management,Band 7 - Director,7,G7C,Exempt,Administrative Support,257069,318793,380517,20,Yes,Yes,3,20,4,Yes,Aon Hewitt,50th Percentile,38,319,22,2025-03-07,JA-2026.1
JOB-2410,Marketing Manager,Marketing,Marketing - Core,Management,Band 4 - Senior,4,G4B,Exempt,Officials & Managers,114127,140972,167818,5,Yes,Hybrid,5,12,6,Yes,Willis Towers Watson,75th Percentile,89,437,5,2025-11-06,JA-2026.1
JOB-2411,Associate Product Manager,Product,Product - Core,Management,Band 2 - Junior,2,G2C,Non-Exempt,Managers,60738,70399,80060,40,Yes,No,6,19,3,No,Aon Hewitt,50th Percentile,218,134,3,2025-01-16,JA-2026.1
JOB-2412,Director Marketing,Marketing,Marketing - Specialist,Management,Band 6 - Principal,6,G6C,Exempt,Technicians,193061,228192,263324,40,Yes,Hybrid,4,11,3,Yes,Culpepper,50th Percentile,301,494,5,2025-09-22,JA-2026.1
JOB-2413,Senior Account Executive,Sales,Sales - Core,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Managers,78258,100395,122532,40,No,Hybrid,0,0,3,No,Mercer,65th Percentile,149,367,10,2025-03-27,JA-2026.1
JOB-2414,Compliance Analyst,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Officials & Managers,73013,95648,118284,10,Yes,Hybrid,0,0,1,No,Willis Towers Watson,50th Percentile,112,399,21,2025-07-13,JA-2026.1
JOB-2415,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,227267,300523,373780,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,182,302,2,2025-08-05,JA-2026.1
JOB-2416,Group PM,Product,Product - Specialist,Individual Contributor,Band 6 - Principal,6,G6A,Exempt,Professionals,182919,213784,244649,5,Yes,Yes,0,0,6,Yes,Aon Hewitt,50th Percentile,81,302,1,2025-07-28,JA-2026.1
JOB-2417,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,154463,183478,212494,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,357,377,13,2025-08-06,JA-2026.1
JOB-2418,COO,Operations,Operations - Core,Individual Contributor,Band 7 - Director,7,G7B,Exempt,Technicians,268067,320719,373372,40,Yes,Yes,0,0,4,Yes,Willis Towers Watson,50th Percentile,6,183,16,2025-03-06,JA-2026.1
JOB-2419,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,204883,246436,287990,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,326,376,23,2025-03-03,JA-2026.1
JOB-2420,VP Product,Product,Product - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Technicians,377026,471570,566115,30,Yes,No,5,12,6,Yes,Mercer,75th Percentile,189,162,13,2025-10-19,JA-2026.1
JOB-2421,COO,Operations,Operations - Core,Individual Contributor,Band 7 - Director,7,G7B,Exempt,Technicians,227541,315170,402799,40,Yes,Yes,0,0,4,Yes,Willis Towers Watson,50th Percentile,58,48,19,2025-03-06,JA-2026.1
