Skill_ID,Skill_Name,Skill_Category,Skill_Subcategory,Proficiency_Level_Required,Proficiency_Level_Average_Workforce,Demand_Trend,Criticality_Score,Supply_Gap_Score,Primary_Job_Families,Preferred_Learning_Method,Avg_Time_To_Proficiency_Months,Certification_Available,Certification_Name,Adjacent_Skills,Taxonomy_Version,Last_Updated,Owned_By_Function,Active
SKL-1060,Active Listening,Interpersonal,Foundational,Advanced,Developing,Emerging,7.75,1.48,Engineering,Self-Study,2,Yes,PMP,R; Spark; Sales Operations,v2.4,2026-01-31,L&D,No
SKL-1007,Cybersecurity,Technical,Specialized,Foundational,Expert,Decreasing,9.85,-3.06,Operations,External Course,23,No,PMP,Compensation & Benefits; Consumer Packaged Goods; SQL,v2.4,2026-06-20,Talent Management,No
SKL-1007,Cybersecurity,Technical,Core,Developing,Expert,Stable,7.56,-4.16,Engineering; Marketing; Finance; Operations,Certification,15,Yes,AWS Certified,Stakeholder Management; Strategic Planning; SaaS GTM,v2.4,2026-03-31,L&D,Yes
SKL-1059,Empathy,Interpersonal,Core,Expert,Advanced,Increasing,2.05,-4.09,People & HR,Self-Study,20,Yes,PMP,SQL; Forecasting; People Analytics,v2.4,2026-04-28,L&D,Yes
SKL-1039,Stakeholder Management,Leadership,Emerging,Developing,Proficient,Increasing,4.41,-2.13,People & HR; Operations; Product,Formal Training,8,No,PHR,dbt; Change Management; Experimentation Design,v2.4,2026-06-28,Talent Management,Yes
SKL-1011,Kubernetes,Technical,Foundational,Proficient,Expert,Decreasing,4.14,1.42,People & HR; Engineering; Product; Data Science,Certification,20,Yes,None,Talent Development; Executive Presence; A/B Testing,v2.4,2026-03-29,HRBP,Yes
SKL-1065,Retail Banking,Domain,Emerging,Proficient,Developing,Emerging,3.35,4.22,Sales; People & HR,Mentoring,20,No,CFA,Digital Transformation; Learning & Development; Cloud Architecture,v2.4,2026-03-24,L&D,Yes
SKL-1001,SQL,Technical,Emerging,Advanced,Advanced,Decreasing,4.03,4.03,Operations; Marketing,Formal Training,16,Yes,AWS Certified,Collaboration; Negotiation; Regulatory Compliance,v2.4,2026-06-27,Talent Management,No
SKL-1060,Active Listening,Interpersonal,Emerging,Proficient,Proficient,Decreasing,5.34,-0.99,Finance,External Course,18,Yes,None,Finance Business Partnering; Financial Modeling; Regulatory Compliance,v2.4,2026-04-13,L&D,Yes
SKL-1065,Retail Banking,Domain,Emerging,Proficient,Expert,Stable,9.56,0.68,People & HR; Operations,External Course,3,Yes,CPA,AWS; Talent Development; Negotiation,v2.4,2026-04-12,People Analytics,No
SKL-1000,Python,Technical,Emerging,Developing,Developing,Decreasing,3.77,-3.15,Product; Data Science,Stretch Assignment,9,Yes,Azure Data Engineer,People Analytics; Python; Presentation Skills,v2.4,2026-02-10,HRBP,Yes
SKL-1060,Active Listening,Interpersonal,Foundational,Developing,Advanced,Emerging,8.48,2.06,Product,Formal Training,12,Yes,None,Coaching & Mentoring; Executive Presence; Finance Business Partnering,v2.4,2026-06-02,Talent Management,Yes
SKL-1044,Talent Development,Leadership,Foundational,Expert,Foundational,Stable,8.97,-3.22,Operations; Legal & Compliance,Self-Study,18,Yes,None,Power BI; Business Intelligence; Azure,v2.4,2026-05-08,People Analytics,Yes
SKL-1027,Forecasting,Analytical,Specialized,Advanced,Foundational,Decreasing,4.46,-3.2,Marketing; Legal & Compliance,Mentoring,23,No,AWS Certified,Experimentation Design; Sales Operations; dbt,v2.4,2026-02-11,Talent Management,Yes
SKL-1059,Empathy,Interpersonal,Core,Proficient,Foundational,Emerging,8.23,-4.88,People & HR; Customer Experience; Product,Stretch Assignment,16,Yes,Databricks Certified,Marketing Analytics; Finance Business Partnering; DevOps,v2.4,2026-03-19,Talent Management,Yes
SKL-1014,Java,Technical,Foundational,Expert,Proficient,Emerging,7.41,3.44,Data Science; People & HR; Product,Certification,14,Yes,PMP,Python; P&L Ownership; Experimentation Design,v2.4,2026-02-20,Talent Management,No
SKL-1006,DevOps,Technical,Foundational,Proficient,Foundational,Increasing,8.81,-0.4,Legal & Compliance,Stretch Assignment,13,No,None,P&L Ownership; Change Management; Data Engineering,v2.4,2026-05-19,HRBP,Yes
SKL-1037,Change Management,Leadership,Specialized,Advanced,Foundational,Emerging,3.92,1.36,Operations,Stretch Assignment,3,No,PHR,dbt; Spark; FinTech,v2.4,2026-01-25,People Analytics,Yes
SKL-1063,Facilitation,Interpersonal,Foundational,Proficient,Proficient,Emerging,7.2,-2.56,Engineering; Data Science; Operations; People & HR,On-the-Job,6,Yes,None,Retail Banking; Spark; P&L Ownership,v2.4,2026-06-13,HRBP,No
SKL-1051,Marketing Analytics,Functional,Core,Developing,Proficient,Increasing,8.53,-0.67,Finance,Certification,10,No,Azure Data Engineer,E-Commerce; Quantitative Research; DevOps,v2.4,2026-04-06,Talent Management,Yes
SKL-1055,Communication,Interpersonal,Specialized,Developing,Proficient,Increasing,6.44,4.1,Marketing; Engineering; Product,Formal Training,2,No,PMP,Strategic Planning; Financial Modeling; Empathy,v2.4,2026-06-03,HRBP,Yes
SKL-1028,Data Visualization,Analytical,Emerging,Foundational,Proficient,Stable,1.57,-2.12,Legal & Compliance; Product; Operations; Marketing,Mentoring,17,Yes,CFA,P&L Ownership; Decision Making; Talent Development,v2.4,2026-04-24,People Analytics,No
SKL-1063,Facilitation,Interpersonal,Emerging,Expert,Developing,Emerging,3.3,-4.68,Sales,Certification,13,Yes,PHR,Healthcare Analytics; People Analytics; Organizational Design,v2.4,2026-03-16,HRBP,No
SKL-1059,Empathy,Interpersonal,Core,Developing,Expert,Stable,6.62,0.65,Engineering; Marketing; Sales; Data Science,Mentoring,19,Yes,None,Scala; TensorFlow; Supply Chain,v2.4,2026-02-25,People Analytics,Yes
SKL-1073,Regulatory Compliance,Domain,Specialized,Developing,Developing,Emerging,5.95,-1.48,Product; Marketing,Self-Study,13,Yes,CFA,Influence Without Authority; FinTech; Supply Chain,v2.4,2026-02-27,Talent Management,No
SKL-1059,Empathy,Interpersonal,Specialized,Advanced,Developing,Stable,4.6,-4.97,Sales; People & HR; Data Science,Mentoring,20,No,None,Customer Success; NLP; Data Engineering,v2.4,2026-06-08,People Analytics,Yes
SKL-1064,Influence Without Authority,Interpersonal,Core,Expert,Expert,Emerging,9.51,-1.75,People & HR; Sales,Stretch Assignment,4,No,AWS Certified,HRBP; Manufacturing Ops; Retail Banking,v2.4,2026-02-19,People Analytics,No
SKL-1047,People Analytics,Functional,Emerging,Developing,Advanced,Stable,3.9,-2.07,Finance,Certification,16,No,PHR,Collaboration; Root Cause Analysis; dbt,v2.4,2026-04-29,L&D,Yes
SKL-1020,Databricks,Technical,Emerging,Advanced,Foundational,Increasing,7.74,1.82,Customer Experience; Sales; Product; Engineering,External Course,15,No,Azure Data Engineer,Scala; FinTech; Data Engineering,v2.4,2026-04-23,Talent Management,Yes
SKL-1037,Change Management,Leadership,Foundational,Foundational,Proficient,Emerging,7.45,0.12,Product; Data Science; Customer Experience; Sales,External Course,10,Yes,PMP,Compensation & Benefits; Customer Success; P&L Ownership,v2.4,2026-02-06,People Analytics,No
SKL-1026,A/B Testing,Analytical,Specialized,Foundational,Proficient,Increasing,5.12,2.09,Marketing; Operations,Self-Study,24,No,CFA,Conflict Resolution; Experimentation Design; Digital Transformation,v2.4,2026-03-12,L&D,Yes
SKL-1018,AWS,Technical,Specialized,Foundational,Developing,Decreasing,6.07,2.14,People & HR; Marketing; Sales,Stretch Assignment,16,No,PMP,R; AWS; Change Management,v2.4,2026-04-09,HRBP,Yes
SKL-1003,Data Engineering,Technical,Emerging,Expert,Proficient,Stable,6.26,-2.41,Sales; People & HR; Operations; Legal & Compliance,Formal Training,20,No,Azure Data Engineer,People Analytics; Learning & Development; Written Communication,v2.4,2026-06-15,People Analytics,No
SKL-1022,dbt,Technical,Foundational,Advanced,Foundational,Increasing,4.08,-1.91,People & HR; Marketing,Certification,5,Yes,CFA,Facilitation; Negotiation; Digital Transformation,v2.4,2026-06-13,L&D,Yes
SKL-1025,Statistical Modeling,Analytical,Specialized,Foundational,Advanced,Increasing,9.57,0.07,Customer Experience; Legal & Compliance; Data Science,External Course,3,No,Azure Data Engineer,Quantitative Research; Predictive Analytics; Airflow,v2.4,2026-06-26,People Analytics,Yes
SKL-1058,Negotiation,Interpersonal,Emerging,Foundational,Expert,Decreasing,5.97,-4.09,Data Science; People & HR,Certification,11,Yes,PHR,Business Intelligence; Quantitative Research; ESG Reporting,v2.4,2026-05-29,Talent Management,No
SKL-1012,TensorFlow,Technical,Core,Proficient,Foundational,Stable,5.3,-0.58,Finance; Data Science; Legal & Compliance; Marketing,Mentoring,11,Yes,None,Java; Collaboration; NLP,v2.4,2026-05-31,Talent Management,Yes
SKL-1032,Predictive Analytics,Analytical,Foundational,Expert,Proficient,Emerging,6.68,-1.71,Customer Experience; Marketing; Legal & Compliance; People & HR,External Course,19,Yes,CFA,Strategic Planning; SaaS GTM; Influence Without Authority,v2.4,2026-03-21,Talent Management,Yes
SKL-1023,Airflow,Technical,Foundational,Foundational,Proficient,Emerging,5.46,-3.21,Marketing; Data Science; Sales; People & HR,Stretch Assignment,23,Yes,PHR,React; Business Intelligence; Forecasting,v2.4,2026-03-20,HRBP,Yes
SKL-1067,Healthcare Analytics,Domain,Foundational,Foundational,Proficient,Stable,6.14,-3.45,Finance; Product,External Course,7,Yes,PMP,Coaching & Mentoring; Consumer Packaged Goods; Active Listening,v2.4,2026-06-17,Talent Management,Yes
SKL-1029,Business Intelligence,Analytical,Specialized,Advanced,Proficient,Decreasing,2.3,-1.66,Operations; Sales; Marketing,Mentoring,20,No,None,Python; Marketing Analytics; Cybersecurity,v2.4,2026-04-15,HRBP,Yes
SKL-1058,Negotiation,Interpersonal,Specialized,Foundational,Developing,Stable,6.96,-2.44,Engineering; Operations; Product,External Course,14,No,Azure Data Engineer,SaaS GTM; Statistical Modeling; Forecasting,v2.4,2026-06-08,Talent Management,Yes
SKL-1013,React,Technical,Core,Developing,Developing,Decreasing,7.51,4.41,Engineering; Product; Sales; Data Science,Self-Study,21,No,AWS Certified,TensorFlow; Cybersecurity; P&L Ownership,v2.4,2026-03-12,HRBP,No
SKL-1036,Executive Presence,Leadership,Core,Advanced,Developing,Increasing,3.92,2.75,People & HR; Legal & Compliance; Marketing; Sales,Formal Training,19,Yes,Databricks Certified,Quantitative Research; Coaching & Mentoring; Regulatory Compliance,v2.4,2026-05-20,HRBP,Yes
SKL-1002,Machine Learning,Technical,Emerging,Foundational,Proficient,Decreasing,9.15,-0.54,People & HR; Operations,Mentoring,9,No,CFA,Board Communication; Statistical Modeling; Experimentation Design,v2.4,2026-03-07,L&D,Yes
SKL-1015,Scala,Technical,Foundational,Advanced,Advanced,Emerging,8.18,3.32,Customer Experience,Self-Study,2,No,AWS Certified,Influence Without Authority; Coaching & Mentoring; FinTech,v2.4,2026-05-06,HRBP,Yes
SKL-1008,Tableau,Technical,Core,Expert,Foundational,Increasing,5.79,2.99,Legal & Compliance,Mentoring,21,Yes,Google Cloud Prof.,Communication; Strategic Planning; Empathy,v2.4,2026-04-26,People Analytics,Yes
SKL-1009,Power BI,Technical,Emerging,Expert,Proficient,Emerging,5.75,1.93,Engineering; Product; Marketing; Legal & Compliance,Certification,14,Yes,AWS Certified,Data Visualization; Coaching & Mentoring; Finance Business Partnering,v2.4,2026-02-08,HRBP,Yes
SKL-1074,ESG Reporting,Domain,Specialized,Expert,Advanced,Stable,7.93,0.74,Legal & Compliance; People & HR; Finance,External Course,6,Yes,CPA,Airflow; TensorFlow; Data Engineering,v2.4,2026-05-17,L&D,Yes
SKL-1069,E-Commerce,Domain,Specialized,Foundational,Proficient,Decreasing,9.36,1.58,Marketing; People & HR,Mentoring,10,Yes,PHR,Talent Acquisition; Data Engineering; Azure,v2.4,2026-04-23,L&D,No
SKL-1003,Data Engineering,Technical,Foundational,Developing,Advanced,Increasing,5.02,-1.01,Product; Data Science,On-the-Job,7,Yes,PMP,A/B Testing; Scala; Written Communication,v2.4,2026-06-04,HRBP,Yes
SKL-1053,Sales Operations,Functional,Emerging,Developing,Foundational,Decreasing,5.3,0.09,Engineering; Legal & Compliance; Product; Sales,Mentoring,14,Yes,CFA,Compensation & Benefits; Stakeholder Management; Tableau,v2.4,2026-04-22,HRBP,Yes
SKL-1010,Spark,Technical,Foundational,Advanced,Foundational,Decreasing,7.57,3.97,People & HR,External Course,9,Yes,AWS Certified,R; Consumer Packaged Goods; GCP,v2.4,2026-02-05,Talent Management,Yes
SKL-1007,Cybersecurity,Technical,Emerging,Proficient,Proficient,Emerging,8.41,-0.81,Customer Experience; People & HR,Stretch Assignment,23,Yes,CFA,Java; Databricks; Data Engineering,v2.4,2026-05-08,People Analytics,Yes
SKL-1051,Marketing Analytics,Functional,Specialized,Proficient,Expert,Decreasing,1.26,-4.74,Sales,On-the-Job,6,No,AWS Certified,E-Commerce; Learning & Development; Healthcare Analytics,v2.4,2026-02-13,People Analytics,Yes
SKL-1001,SQL,Technical,Specialized,Developing,Foundational,Emerging,9.89,-3.88,Sales; Product; Legal & Compliance; Data Science,External Course,21,Yes,CPA,Active Listening; Predictive Analytics; R,v2.4,2026-03-24,HRBP,Yes
SKL-1061,Presentation Skills,Interpersonal,Foundational,Expert,Developing,Stable,2.97,-3.7,Finance; Data Science,Stretch Assignment,5,No,CPA,React; Quantitative Research; Data Visualization,v2.4,2026-03-06,People Analytics,Yes
SKL-1042,Board Communication,Leadership,Foundational,Expert,Expert,Decreasing,7.84,-3.68,Operations; People & HR; Engineering; Legal & Compliance,External Course,14,Yes,PHR,Airflow; SQL; AWS,v2.4,2026-06-12,L&D,Yes
SKL-1020,Databricks,Technical,Foundational,Proficient,Foundational,Emerging,5.35,-1.56,Sales; Finance; Legal & Compliance; Marketing,Self-Study,19,No,Google Cloud Prof.,Strategic Planning; Retail Banking; P&L Ownership,v2.4,2026-03-28,People Analytics,Yes
SKL-1043,P&L Ownership,Leadership,Foundational,Expert,Advanced,Increasing,7.01,-1.58,Data Science; Operations; Product,Stretch Assignment,2,Yes,Google Cloud Prof.,Business Intelligence; Negotiation; Java,v2.4,2026-01-31,HRBP,Yes
SKL-1044,Talent Development,Leadership,Specialized,Advanced,Advanced,Increasing,9.7,4.72,Product; Customer Experience,Formal Training,6,Yes,AWS Certified,Statistical Modeling; Talent Acquisition; Healthcare Analytics,v2.4,2026-06-03,People Analytics,Yes
SKL-1068,FinTech,Domain,Specialized,Expert,Developing,Stable,4.37,-4.0,Legal & Compliance; Finance,External Course,24,Yes,Azure Data Engineer,Finance Business Partnering; Statistical Modeling; Strategic Planning,v2.4,2026-01-13,Talent Management,Yes
SKL-1049,HRBP,Functional,Foundational,Advanced,Advanced,Decreasing,2.23,4.38,Data Science,Self-Study,24,No,PHR,Tableau; Cybersecurity; Customer Success,v2.4,2026-02-05,People Analytics,No
SKL-1020,Databricks,Technical,Emerging,Advanced,Developing,Emerging,4.52,-3.07,Data Science; Finance; Marketing,Formal Training,14,Yes,PMP,A/B Testing; Collaboration; AWS,v2.4,2026-06-22,HRBP,Yes
SKL-1001,SQL,Technical,Core,Expert,Proficient,Increasing,7.94,0.98,Sales; Marketing,External Course,5,No,PMP,Power BI; P&L Ownership; Financial Modeling,v2.4,2026-01-11,Talent Management,Yes
SKL-1014,Java,Technical,Foundational,Advanced,Expert,Stable,8.89,1.91,Marketing; Finance; Data Science; Engineering,Stretch Assignment,21,No,PHR,Facilitation; Communication; Sales Operations,v2.4,2026-01-15,L&D,Yes
SKL-1035,Strategic Planning,Leadership,Specialized,Expert,Proficient,Emerging,7.0,-2.49,Data Science; Engineering; Legal & Compliance,Stretch Assignment,17,Yes,Databricks Certified,Data Visualization; Communication; Financial Modeling,v2.4,2026-01-27,Talent Management,No
SKL-1066,Consumer Packaged Goods,Domain,Foundational,Foundational,Expert,Increasing,6.31,2.94,Legal & Compliance,On-the-Job,5,Yes,CFA,ESG Reporting; Sales Operations; Supply Chain,v2.4,2026-01-11,HRBP,No
SKL-1058,Negotiation,Interpersonal,Core,Advanced,Advanced,Increasing,2.94,-3.19,Data Science; Marketing; Product,External Course,2,No,CPA,Talent Acquisition; Talent Development; Quantitative Research,v2.4,2026-03-12,Talent Management,Yes
SKL-1041,Coaching & Mentoring,Leadership,Foundational,Proficient,Developing,Stable,6.03,3.63,Product; Operations; People & HR,External Course,17,Yes,CFA,Talent Acquisition; FinTech; Business Intelligence,v2.4,2026-03-23,HRBP,Yes
SKL-1011,Kubernetes,Technical,Foundational,Proficient,Expert,Emerging,6.76,2.57,Marketing; Sales,Self-Study,12,No,CFA,Databricks; Snowflake; Coaching & Mentoring,v2.4,2026-01-05,L&D,Yes
SKL-1074,ESG Reporting,Domain,Specialized,Expert,Expert,Decreasing,7.81,0.38,Legal & Compliance; Data Science; Finance; Engineering,On-the-Job,24,No,CPA,AWS; P&L Ownership; FinTech,v2.4,2026-04-01,Talent Management,Yes
SKL-1049,HRBP,Functional,Core,Proficient,Expert,Increasing,3.91,-2.75,Finance,Certification,6,No,AWS Certified,Facilitation; Data Visualization; Quantitative Research,v2.4,2026-02-27,Talent Management,Yes
SKL-1018,AWS,Technical,Core,Proficient,Developing,Increasing,8.72,-0.17,Product; Customer Experience; Finance; Sales,Formal Training,18,No,None,Experimentation Design; Compensation & Benefits; Communication,v2.4,2026-04-05,HRBP,Yes
SKL-1040,Decision Making,Leadership,Specialized,Foundational,Developing,Decreasing,8.74,4.86,Customer Experience; People & HR,On-the-Job,18,No,Azure Data Engineer,Decision Making; React; Business Intelligence,v2.4,2026-03-31,People Analytics,No
SKL-1034,Financial Modeling,Analytical,Core,Advanced,Expert,Emerging,5.47,-0.64,Engineering; Customer Experience,Mentoring,19,Yes,CFA,Presentation Skills; AWS; Tableau,v2.4,2026-06-24,HRBP,Yes
SKL-1035,Strategic Planning,Leadership,Specialized,Foundational,Expert,Emerging,4.88,2.64,Product; Finance,Stretch Assignment,16,No,Azure Data Engineer,Organizational Design; Board Communication; Business Intelligence,v2.4,2026-05-26,Talent Management,Yes
SKL-1069,E-Commerce,Domain,Specialized,Foundational,Expert,Increasing,7.41,-1.42,Data Science,Certification,4,No,PMP,NLP; Quantitative Research; dbt,v2.4,2026-02-16,L&D,No
SKL-1015,Scala,Technical,Specialized,Foundational,Foundational,Emerging,6.17,4.49,Product; Legal & Compliance; Sales; Data Science,External Course,12,Yes,Google Cloud Prof.,Stakeholder Management; Talent Acquisition; dbt,v2.4,2026-04-21,HRBP,No
SKL-1011,Kubernetes,Technical,Emerging,Proficient,Advanced,Stable,3.04,4.86,Operations,Mentoring,5,No,AWS Certified,Cybersecurity; SaaS GTM; People Analytics,v2.4,2026-01-25,People Analytics,Yes
SKL-1067,Healthcare Analytics,Domain,Core,Foundational,Proficient,Emerging,3.76,3.0,Data Science; People & HR; Finance,Stretch Assignment,21,No,PMP,FinTech; Forecasting; Talent Development,v2.4,2026-01-25,People Analytics,Yes
SKL-1073,Regulatory Compliance,Domain,Emerging,Advanced,Developing,Stable,8.33,-0.55,Customer Experience,External Course,5,No,CPA,React; Talent Development; Airflow,v2.4,2026-06-01,People Analytics,Yes
